cx,cy
-119.27914649248123,55.26688737473413
-119.24795240163803,55.271063750297664
-119.22819525003433,55.26589291913261
-119.09615010023117,55.28219624562948
-118.84418874979019,55.26909427195686
-118.79736542701721,55.2880920070461
-118.72985690832138,55.2985274540591
-118.69538515806198,55.302116619220726
-118.40700209140778,55.30210521297551
-118.3777204155922,55.28423416144159
-118.30545097589493,55.29296374111435
-118.29321473836899,55.30122186265148
-118.299700319767,55.293093011893475
-118.30096632242203,55.288145236190445
-118.13941687345505,55.29818273198143
-118.13511461019516,55.30022571723586
-118.06816667318344,55.303127972963296
-118.05364519357681,55.286330375840365
-117.97772526741028,55.284628310581866
-119.85658586025238,55.237907062812354
-119.81061547994614,55.24393969917158
-119.78404015302658,55.22191550701808
-119.727563560009,55.22073179223667
-119.72409814596176,55.22260495117342
-119.70061272382736,55.24019591601924
-119.69038277864456,55.24309310230436
-119.7077688574791,55.22794560865614
-119.69349414110184,55.2215927525238
-119.67474550008774,55.249960929285585
-119.63420659303665,55.24683435073554
-119.6062096953392,55.23323303699453
-119.51467663049698,55.24579258033906
-119.48373466730118,55.22625748436403
-119.45752948522568,55.23204171804964
-119.40280169248581,55.24322744252581
-119.37944501638412,55.231732482068196
-119.3257150053978,55.245066382726904
-119.33109551668167,55.237422931070924
-119.25334364175797,55.228718698609754
-119.24159556627274,55.254697055771814
-119.23490345478058,55.25129799469714
-119.24116641283035,55.24764039206421
-119.11728590726852,55.236441993982254
-119.02752846479416,55.254742680752685
-119.0233388543129,55.25351841043272
-119.02331739664078,55.25105973090817
-118.92037957906723,55.23762824348482
-118.84406000375748,55.24404235537853
-118.82337212562561,55.25691493678624
-118.805613219738,55.249566780145315
-118.80446791648865,55.24660622583121
-118.81772607564926,55.23941015245984
-118.81386369466782,55.239412687181
-118.81789237260818,55.23437214068353
-118.80528599023819,55.23712636869528
-118.79368275403976,55.26829076534935
-118.79183202981949,55.254081118530095
-118.7916710972786,55.250730217157454
-118.78038436174393,55.242631783053355
-118.76765459775925,55.248834245730265
-118.73288244009018,55.25282389683507
-118.69645267724991,55.24774431563175
-118.69049280881882,55.23990695780707
-118.67851004004478,55.26054529116671
-118.65702420473099,55.2429410190348
-118.46350282430649,55.27103713572549
-118.3900049328804,55.26135830297855
-118.38755339384079,55.263728267262536
-118.34751337766647,55.267570904540094
-118.32875400781631,55.25132334190873
-118.2903715968132,55.24619560100339
-118.28488916158676,55.24336938691073
-118.22453945875168,55.25980198418672
-118.1439658999443,55.27118034747099
-118.06319564580917,55.26945251254738
-117.98453539609909,55.27192555549183
-118.00815492868423,55.24629952457093
-117.96079248189926,55.273216995922525
-117.96039015054703,55.255358617994396
-117.94457584619522,55.25282896627738
-117.93953329324722,55.24920684974069
-117.93158322572708,55.24492824042372
-117.83850520849228,55.26474046591216
-117.84383744001389,55.25313186545592
-117.79479056596756,55.270640451864054
-119.87908691167831,55.20803537394954
-119.88208159804344,55.20075248637848
-119.8835152387619,55.19331751553784
-119.66004699468613,55.21128742119697
-119.65986460447311,55.20944974835646
-119.61118787527084,55.20489231971196
-119.60632234811783,55.20280370947667
-119.57905501127243,55.204466486557195
-119.55286592245102,55.19827162804377
-119.5320788025856,55.18778295188642
-119.4775065779686,55.21349262860559
-119.46865528821945,55.18985128435244
-119.43016022443771,55.201536348896994
-119.36934381723404,55.20510016684703
-119.31010454893112,55.19344044951407
-119.28023010492325,55.219838303028006
-119.2881292104721,55.214264451198616
-119.29950714111328,55.20882177118923
-119.28046882152557,55.19988054229965
-119.2638498544693,55.21330632660039
-119.24780488014221,55.20264402204363
-119.23271745443344,55.210400268791204
-119.19421166181564,55.218569675087764
-119.20337408781052,55.20124485596368
-119.20317560434341,55.19936916230577
-119.15840685367584,55.21846955360196
-119.18194726109505,55.19826529124087
-119.15508359670639,55.212694191440406
-119.113949239254,55.21248634430535
-119.11363810300827,55.21061825481091
-118.97265583276749,55.209936414819055
-118.9699038863182,55.21112012960046
-118.96973222494125,55.208963081893856
-118.87639135122299,55.227192796471826
-118.84939759969711,55.21329238563401
-118.8394546508789,55.20994338530223
-118.81698042154312,55.2155305444177
-118.80410045385361,55.2100263974202
-118.8045671582222,55.205913812339176
-118.78513723611832,55.23412779356377
-118.78079205751419,55.2338895297748
-118.7760029733181,55.23172234318356
-118.78579169511795,55.23073380193142
-118.7923201918602,55.212825996940694
-118.79823714494705,55.20914558181734
-118.79207879304886,55.20612672891656
-118.79202514886856,55.20273273728421
-118.7848100066185,55.20384041043084
-118.7629982829094,55.22687849104807
-118.7674131989479,55.21319860095112
-118.76066476106644,55.21394380897196
-118.7579557299614,55.215598981889
-118.77269178628922,55.21064106730134
-118.77304583787918,55.20740676310203
-118.72014328837395,55.21461424271861
-118.69925826787949,55.22096752130449
-118.69392603635788,55.20842572100808
-118.66570383310318,55.23130664891343
-118.66334348917007,55.224696096129875
-118.64603251218796,55.22500786683247
-118.55319052934647,55.23488736500453
-118.53645622730255,55.20814690168055
-118.46529990434647,55.23005449666073
-118.36999297142029,55.237733434412945
-118.30989807844162,55.234840050209556
-118.2721996307373,55.21596271437537
-118.27340394258499,55.212605476199826
-118.25976759195328,55.216884085516796
-118.25154930353165,55.21197179591
-118.25349658727646,55.209279922038775
-118.19605439901352,55.21458509342527
-118.00733417272568,55.225012936274794
-117.99852043390274,55.219221098425706
-117.9976138472557,55.21745186305648
-117.94348686933517,55.2390198054013
-117.92260318994522,55.236566195319064
-117.9291906952858,55.23287564131107
-117.9191467165947,55.230661139924855
-117.92616784572601,55.2222133367543
-117.88956642150879,55.23572086581242
-117.85648137331009,55.222404708201836
-117.84981340169907,55.22280772886617
-117.84977048635483,55.21493741966643
-117.79821038246155,55.23939494413288
-117.68818885087967,55.22235274641807
-117.63145476579666,55.23080223940272
-119.89816814661026,55.158686887698366
-119.90462154150009,55.1512728283073
-119.84452933073044,55.17943611510872
-119.85503822565079,55.17370384320687
-119.8417130112648,55.15147814072122
-119.80625420808792,55.17427669018888
-119.80750814080238,55.14759304686423
-119.7888895869255,55.163908413286606
-119.78922352194786,55.15169359201976
-119.740529358387,55.15130324496121
-119.67259794473648,55.17459817732259
-119.63975876569748,55.182161574035305
-119.63444262742996,55.16370056615155
-119.61425632238388,55.18424955059031
-119.62335973978043,55.179410767897124
-119.59919840097427,55.176990954097015
-119.56643521785736,55.15711852898103
-119.53648835420609,55.16645200597001
-119.55427676439285,55.156456333078154
-119.51167792081833,55.171165319965795
-119.53618794679642,55.1638906702385
-119.52770948410034,55.16430256242689
-119.50981110334396,55.16185275442639
-119.53144580125809,55.15520418082544
-119.48531180620193,55.1757911860816
-119.50891524553299,55.16363719812256
-119.50224190950394,55.15546398974428
-119.47160840034485,55.184130418695815
-119.39441174268723,55.18228767641298
-119.36864107847214,55.17601424154361
-119.36846941709518,55.17157594479362
-119.33189481496811,55.16020772039397
-119.29911285638809,55.17679747038184
-119.27858859300613,55.178680768203236
-119.2804192006588,55.159367460329655
-119.25478667020798,55.16516563498165
-119.22060996294022,55.19199312373209
-119.23712700605392,55.1726861526614
-119.19652372598648,55.165097197510335
-119.1844055056572,55.16419737149877
-119.12946850061417,55.1777733380282
-119.14982825517654,55.16156210640012
-119.07521277666092,55.174807714271765
-119.08212214708328,55.17190292382317
-119.05516862869263,55.171564538548395
-118.94640773534775,55.179360073473944
-118.89959245920181,55.19793197540842
-118.90413612127304,55.16701851614911
-118.8440689444542,55.16891871211157
-118.82614821195602,55.18456639073523
-118.82586658000946,55.18184916965241
-118.82405072450638,55.17581146385086
-118.75538617372513,55.184627224043055
-118.65572065114975,55.17282302760401
-118.61702173948288,55.19336820996103
-118.60487669706345,55.17014636205974
-118.57096284627914,55.17655920659287
-118.48530113697052,55.19405004995289
-118.47150921821594,55.17200431266954
-118.37651878595352,55.19065225623879
-118.37728768587112,55.172438594894835
-118.34492772817612,55.19802322537015
-118.26180070638657,55.20597211092584
-118.15198570489883,55.20246152212016
-118.05032461881638,55.19595235818298
-118.04291635751724,55.19123524210545
-117.95406013727188,55.19646437185716
-117.93436199426651,55.2009622345544
-117.88280457258224,55.19245444298309
-117.87900120019913,55.187993333742654
-117.87922114133835,55.18590725822851
-117.86232858896255,55.21041547711816
-117.85703390836716,55.202524890149135
-117.8420028090477,55.185542258381574
-117.8212371468544,55.191019790806905
-117.82582372426987,55.1862697233543
-117.80872732400894,55.18675132037457
-117.7818301320076,55.20359707719953
-117.77704775333405,55.18497194612071
-117.73408144712448,55.18789954905975
-117.73403316736221,55.18457906434102
-117.67491728067398,55.183002467779914
-117.60430544614792,55.20883888055705
-117.5850310921669,55.19312107464799
-117.56484478712082,55.21224047635289
-117.54144921898842,55.209175998471245
-117.554432451725,55.20512424669804
-117.55011945962906,55.19069027705619
-117.52196162939072,55.207819922651
-117.50920861959457,55.203460202256935
-117.50805839896202,55.18685461026181
-117.50206500291824,55.19847187101536
-117.5045594573021,55.19461149068968
-117.4924573302269,55.1867931432737
-117.48695075511932,55.17976309413827
-117.40628868341446,55.18912635410088
-119.92546766996384,55.13212554466966
-119.92731302976608,55.113097392926505
-119.90836054086685,55.13225481544879
-119.90826934576035,55.11758131465737
-119.91778582334518,55.114841281084125
-119.86414432525635,55.131633808764754
-119.82671409845352,55.14322255390525
-119.8050606250763,55.13351710658613
-119.80516791343689,55.12306898596734
-119.78397220373154,55.131476656052875
-119.79678869247437,55.12510436705829
-119.72792834043503,55.13749915352746
-119.70415323972702,55.141024950660096
-119.68537509441376,55.13820000392801
-119.68319982290268,55.13479460605045
-119.68439072370529,55.14011245104274
-119.67212229967117,55.11748499525332
-119.53124195337296,55.15255539721393
-119.45176273584366,55.14714883698106
-119.47539299726486,55.14299949844323
-119.4548311829567,55.13293919016181
-119.42468851804733,55.140974256236916
-119.4345036149025,55.12913964314396
-119.38968434929848,55.12982401785698
-119.38281923532486,55.14867473911899
-119.3551978468895,55.15138435603832
-119.3528938293457,55.145726858410676
-119.36026722192764,55.12806999081472
-119.24964755773544,55.15224954086071
-119.25126224756241,55.13629516097677
-119.22463864088058,55.14380300505073
-119.13956433534622,55.13616842491881
-119.07950699329376,55.14874444395087
-119.00660187005997,55.142094602989346
-118.99674743413925,55.15434744507358
-118.98328810930252,55.1525199111177
-118.99228423833847,55.13968915260912
-118.90801459550858,55.16392362161356
-118.87004524469376,55.160927581203225
-118.86997550725937,55.15910765141082
-118.87333899736404,55.156740221848
-118.86822134256363,55.13609745272635
-118.86087745428085,55.1590341444972
-118.84398490190506,55.142031234960356
-118.81916910409927,55.16015702597079
-118.71961086988449,55.13730144527703
-118.66500914096832,55.140258197509404
-118.60460311174393,55.168326432267335
-118.4861621260643,55.15709001336799
-118.46359267830849,55.141296165824144
-118.44789370894432,55.14210474187397
-118.43443304300308,55.166927266187386
-118.43872994184494,55.14441387285014
-118.34930330514908,55.16951268176991
-118.34875255823135,55.163495253737636
-118.35484117269516,55.15729532578189
-118.3487257361412,55.1587223737946
-118.34854334592819,55.15638536088569
-118.22982877492905,55.17360118699992
-118.23715656995773,55.15875279044852
-118.20731431245804,55.15783775611
-118.17783683538437,55.148074010204226
-118.11034172773361,55.14633772621008
-118.12437504529953,55.14380300505073
-118.07900279760361,55.163284871881416
-118.03838342428207,55.165471068881345
-118.05914372205734,55.156321992856704
-118.01497310400009,55.171142507475366
-118.00226479768753,55.17353274952862
-117.98686355352402,55.17117038940812
-118.00218433141708,55.170161570386696
-117.9877969622612,55.157992374100715
-117.96426862478256,55.15642591642424
-117.90320545434952,55.14757720485699
-117.9162785410881,55.14405140772435
-117.84321516752243,55.17239719444923
-117.80387252569199,55.15555397234543
-117.81137734651566,55.14983817613111
-117.79553085565567,55.167706059263594
-117.78547793626785,55.16339513225184
-117.78225392103195,55.147701406193804
-117.76926130056381,55.174631551151194
-117.76389420032501,55.15940041170473
-117.71794527769089,55.1658981693967
-117.68880039453506,55.15351098709101
-117.66153126955032,55.174646337024626
-117.66063719987869,55.153440014898536
-117.56453365087509,55.1775046575853
-117.54896610975266,55.162139177917396
-117.44810432195663,55.16778400193924
-117.47488886117935,55.14719319460135
-117.43115276098251,55.17934486514699
-117.34276860952377,55.15710522169495
-117.34263986349106,55.154737792132124
-117.3368838429451,55.157011437012045
-117.31149405241013,55.1496024470633
-117.26001709699631,55.1639033438443
-117.26031750440598,55.15716605500276
-117.2324600815773,55.156960742588865
-117.1357449889183,55.15001814133343
-119.91273254156113,55.09660142762152
-119.88756090402603,55.096482295727036
-119.86434012651443,55.09411740088538
-119.84466344118118,55.094727001324195
-119.81724321842194,55.104453993773156
-119.72739458084106,55.08475667564394
-119.65865582227707,55.10140387931142
-119.57045584917068,55.097663475787286
-119.55296963453293,55.11616525043636
-119.48363810777664,55.10348066084797
-119.44802910089493,55.10012215531185
-119.4242325425148,55.11778662707128
-119.39750164747238,55.11178947680828
-119.41486090421677,55.09211243644833
-119.35875982046127,55.089699381904644
-119.34988707304001,55.10789107566522
-119.33055102825165,55.08983752420783
-119.3227967619896,55.119623032551225
-119.32408779859543,55.09808085987154
-119.27627384662628,55.1119193812677
-119.27617058157921,55.09891689540058
-119.28683370351791,55.09851260737567
-119.25410002470016,55.1063588367244
-119.26187843084335,55.09975842282548
-119.23520117998123,55.095432921167074
-119.19681161642075,55.10947527638981
-119.19895559549332,55.09727312872875
-119.09742146730423,55.09944285004114
-118.99375677108765,55.0983731977119
-118.9466504752636,55.121525340781304
-118.91774162650108,55.11441608160965
-118.89223784208298,55.102717709779014
-118.84791165590286,55.1314373678749
-118.81532818078995,55.124321138220054
-118.80149737000465,55.114126489717194
-118.8179299235344,55.10847913097419
-118.78879576921463,55.12809026858399
-118.7917622923851,55.11834933516866
-118.79233628511429,55.115468624571065
-118.79276543855667,55.11170836573119
-118.78967016935349,55.11127492841294
-118.7886455655098,55.10885173498461
-118.78529280424118,55.10949048471676
-118.78327578306198,55.11106961599903
-118.75907868146896,55.12840964345006
-118.75559002161026,55.11006333169877
-118.75207632780075,55.1081724297139
-118.72880816459656,55.130140858001894
-118.43847781419754,55.122306034898386
-118.36802691221237,55.12935002500018
-118.35520058870316,55.115663798100336
-118.27593997120857,55.11285342601492
-118.18537920713425,55.137876826980204
-118.18935960531235,55.13467800887712
-118.17846983671188,55.125284332260605
-118.13028931617737,55.140275940557515
-118.13246458768845,55.10894298494634
-118.08606505393982,55.123938395325
-118.08746784925461,55.109057047398515
-118.05176228284836,55.13412924174612
-118.0446007847786,55.12627540823391
-118.05682629346848,55.122445444562146
-118.01080495119095,55.11527218368121
-117.99148768186569,55.139830252086995
-117.95510083436966,55.14380807449305
-117.95942723751068,55.133916325168734
-117.94072419404984,55.12220211133085
-117.92006582021713,55.113854007192565
-117.91895538568497,55.11567773906671
-117.88986057043076,55.11022301913181
-117.8743126988411,55.110415657939924
-117.83832550048828,55.126431293585206
-117.81218737363815,55.12219197244622
-117.77521044015884,55.11295037909926
-117.73536890745163,55.14220106127803
-117.72290736436844,55.134860508800585
-117.69563466310501,55.125559349506396
-117.65614718198776,55.138377434409165
-117.67534643411636,55.121874287394235
-117.63932436704636,55.13001158722277
-117.63346642255783,55.13037912179088
-117.65022486448288,55.126338776262884
-117.6501926779747,55.12399162446934
-117.63702839612961,55.12211086136911
-117.63496309518814,55.123537909381824
-117.59989589452744,55.11274760140651
-117.59578675031662,55.121578569925646
-117.55887418985367,55.11788041175417
-117.51994460821152,55.14436571314811
-117.49107331037521,55.131210510331144
-117.460056245327,55.134376377059155
-117.43093013763428,55.14110099229488
-117.4271348118782,55.12838936568079
-117.32355326414108,55.146038629113264
-117.17717438936234,55.113250321103116
-117.09974974393845,55.13780078534542
-117.08270162343979,55.13994515944623
-117.09536164999008,55.1361253346591
-117.0366695523262,55.12088659104916
-119.94904786348343,55.073485615555406
-119.94549304246902,55.05900390866505
-119.9374195933342,55.076174109798416
-119.89579528570175,55.06476617476728
-119.87756341695786,55.06171606030554
-119.86540764570236,55.05053287055054
-119.81728345155716,55.06027126924472
-119.80055183172226,55.06164762283424
-119.77729707956314,55.064169670387784
-119.76837247610092,55.0586929828695
-119.7606298327446,55.07727671350273
-119.73448365926743,55.07466595070861
-119.72858279943466,55.065155676918764
-119.71388965845108,55.06434710086893
-119.6431115269661,55.06927459880269
-119.57329899072647,55.06558404479469
-119.5482525229454,55.07850351854384
-119.5457473397255,55.08012320536466
-119.54908937215805,55.06300876809681
-119.52423065900803,55.085043099134936
-119.50874894857407,55.082361364148355
-119.51327115297318,55.078536469918916
-119.50791746377945,55.06979675136151
-119.4480237364769,55.08150124876829
-119.4643047451973,55.05909769334795
-119.43948894739151,55.07513233940192
-119.3966093659401,55.07585304511823
-119.39381092786789,55.07112241052785
-119.35635656118393,55.06700855808624
-119.35663014650345,55.06507710056283
-119.36762720346451,55.05950662836165
-119.33246344327927,55.07050077016352
-119.31593835353851,55.08172071337533
-119.28914576768875,55.05701098415352
-119.26659911870956,55.07321102076314
-119.19444233179092,55.07466088126628
-119.20967191457748,55.066210120921056
-119.14641469717026,55.09150663809126
-119.12862092256546,55.06260067799015
-119.10441398620605,55.067724616813756
-118.97500410676003,55.07426039532311
-118.96216571331024,55.075175429661634
-118.97114843130112,55.066438245825395
-118.95811289548874,55.068145380526204
-118.94387930631638,55.070274123846524
-118.88600438833237,55.0891848335093
-118.87498050928116,55.087326882899504
-118.86620968580246,55.07841733802442
-118.81497949361801,55.07535792958511
-118.80857974290848,55.07584206132654
-118.80486220121384,55.07683820674217
-118.80225509405136,55.06980942496732
-118.77935439348221,55.07884063645804
-118.68887811899185,55.07442768691962
-118.6641588807106,55.080891225875945
-118.64966422319412,55.080440045509576
-118.63379091024399,55.0727522362333
-118.63128572702408,55.07476227011266
-118.4778580069542,55.07218445869361
-118.3036807179451,55.104372882696055
-118.27166050672531,55.09897899606898
-118.24348658323288,55.09617559446676
-118.24582010507584,55.092236637785135
-118.25212329626083,55.07941348344005
-118.2414373755455,55.10159989774775
-118.20215374231339,55.10557180580443
-118.08717280626297,55.1064589582102
-118.02152305841446,55.080325983057406
-117.9936870932579,55.09079691616664
-117.99560755491257,55.08739025092848
-117.9936495423317,55.088984590537706
-117.93057471513748,55.10703687463453
-117.90685325860977,55.10661864564324
-117.89496570825577,55.103323508136086
-117.90031403303146,55.1026492723077
-117.91272193193436,55.09786118403771
-117.90121525526047,55.098396010202336
-117.887442111969,55.07774310219604
-117.83678323030472,55.10216260584511
-117.84339934587479,55.084257335575536
-117.84169167280197,55.086551258224745
-117.8441646695137,55.08184681575301
-117.80465841293335,55.10085849180864
-117.72352069616318,55.09409712311609
-117.65613108873367,55.10613451390179
-117.65880793333054,55.093182088777574
-117.64830440282822,55.10874527669591
-117.58304089307785,55.10052517597617
-117.58923143148422,55.095369553138084
-117.55626171827316,55.07890146976587
-117.43698567152023,55.108768089186356
-117.36164063215256,55.11190353926045
-117.383873462677,55.10714713500495
